ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Reasoning,Remarks,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Satire vs Non-satire,Reviewer,Review
58-70,03/04/2023 10:04:40,https://twitter.com/pittbull_21067/status/1332557671489146880,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally komunista aktibista since:2016-01-01 until:2022-12-31,@pittbull_21067,PitBull377 🇵🇭,Former 3-yr Town Councilor & 15-yr Barangay Captain. A local politician and a rural public servant..,Anonymous,03/2017,700,423,Zamboanga Peninsula,@rmellaine Naging pugad na kasi ang UP ng mga aktibista at komunista kaya nasasayang ang pera ng bayan lalo na sa tinatawag na mga scholar nila na nangunguna sa rally ng mga makakaliwa. Sorry kung taga UP kayo pro yan po ang pobreng opinyon ko.,"The claim that UP is a den of communists has no basis. Even Ferdinand Marcos Sr., who opposed communists, studied in UP. 

https://www.britannica.com/biography/Ferdinand-E-Marcos",,,"Text, Reply",01/04/2020 17:04,,Rational,0,1,0,0,,,Non-Satire,,
58-71,03/04/2023 10:04:42,https://twitter.com/FilCitizenPH/status/1245283902283022337,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally komunista aktibista since:2016-01-01 until:2022-12-31,@FilCitizenPH,Gising Pilipinas - No to LP/NDF/CPP/NPA/Partylist,,Anonymous,08/2014,47,50,,"@News5AKSYON Na-April Fools Day kayo mga kabayan. MORE RALLY, MORE MONEY! Siguradong ginamit nnaman yan ng mga aktibista at partylist. Walang asenso ang Pilipinas hanggat merong Aktibista, komunista, partylist at LP. Gising Pilipinas!",The claim that activists are paid in order to participate in rallies has no basis,"Missing data: 
Account Bio
Location",,"Text, Reply",01/04/2020 16:04,,Emotional,0,0,0,0,,,Non-Satire,,
58-72,03/04/2023 10:04:49,https://twitter.com/FilCitizenPH/status/1245260264376807424,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally komunista aktibista since:2016-01-01 until:2022-12-31,@FilCitizenPH,Gising Pilipinas - No to LP/NDF/CPP/NPA/Partylist,,Anonymous,08/2014,47,50,,"@inquirerdotnet @CGonzalesINQ MORE RALLY, MORE MONEY! Tatak Terorista, Komunista at Tatak Aktibista! Buwagin na ang Partylist, isa yan sa nagpopondo sakanila. Gising Pilipinas!",The claim that activists are communists has no basis.,"Missing data: 
Account Bio
Location",,"Text, Reply",26/08/2019 17:08,,Emotional,0,0,0,0,,,Non-Satire,,
58-73,03/04/2023 10:04:51,https://twitter.com/BCT14Avenger/status/1165912042751983617,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally komunista aktibista since:2016-01-01 until:2022-12-31,@BCT14Avenger,Revenant💀♌,FREEDOM IS NOT FREE. It is paid for with the blood of fighting men and stained with the tears of loved ones left behind... ✌👊🇵🇭☇14,Anonymous,05/2019,2891,2596,,@ikarros1019 @jorenilla @SapphireGir75 malamang walang kaalam alam na aktibista at komunista ang tatay nila... kasi sa halip na mag rally nagtitinda na lang ng kung ano ano sa eskwela para kumita... ang mahirap pag natuto na may pera pala sa welga🙄😄😄https://t.co/Xdj3iLt6dv,The claim that civilians are paid in order to participate in strikes has no basis,,,"Text, Reply, Image",16/12/2022 18:12,,Rational,2,0,2,0,,,Non-Satire,,
58-74,03/04/2023 10:04:52,https://twitter.com/TeejhayBwon/status/1603701932673028102,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@TeejhayBwon,OhmNanon_LoveWins,Bl lover,Anonymous,12/2022,125,46,Republic of the Philippines,@gapolicarpio Di ba sila po ung mga TERORISTA na kasapi ng CPP NPA AT NDF! bakit di pa nakukulong si ms raola manuel? Matapos ipagsigawan sa rally na si PBBM nag order para patayin ung hindi nga kilalala na percy lapid ba un na reporter?,"The claim that members of progressive partylists are terrorists and members of CPP NPA has no basis.

The claim that the CPP-NPA-NDF are terrorists has no basis. The Manila RTC has ruled these groups as not terrorist groups. 

https://newsinfo.inquirer.net/1669041/court-rebuffs-doj-strikes-down-terror-tag-on-cpp-npa",,,"Text, Reply",06/12/2022 00:12,,Rational,0,0,0,0,79,,Non-Satire,,
58-75,03/04/2023 10:04:54,https://twitter.com/TeejhayBwon/status/1598351452443144192,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@TeejhayBwon,OhmNanon_LoveWins,Bl lover,Anonymous,12/2022,125,46,Republic of the Philippines,"@chanchi_evo1 Abnormal tong mga TERORISTANG TAGA UP! scholar ka tax namin ginagamit sa iyo tapos wawalwalin mo lang sa mga abnormal nyong rally! Alis muna kayo sa UP MANILA, DILAMAN OR LB man yan! LAYAS KAYO JAN MGA TERORISTA! di kayo welcome sa Pilipinas, kasapi kayo ng cpp NPA ndf! Stupids!",The claim that UP students who join rallies are terrorists and members of CPP NPA has no basis,,,"Text, Reply",21/10/2022 21:10,,Emotional,6,1,1,0,,,Non-Satire,,
58-76,03/04/2023 10:04:55,https://twitter.com/jimcarino16/status/1583453869866033152,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@jimcarino16,Jimmy Carino,,Identified,09/2015,417,61,"Manila City, National Capital",@grldn_0 Eh di wow dapat nman talaga mawala na lahat ng terorista wala ng magandang ginawa para sa bayad kundi mag rally perwisyo sa kalsada para sa ming nagtatrabaho,The claim that civilians are paid in order to participate in rallies has no basis,"Missing data: 
Account Bio",,"Text, Reply",07/10/2022 17:10,,Emotional,2,2,0,1,,,Non-Satire,,
58-77,03/04/2023 10:04:56,https://twitter.com/SeanAlden8/status/1577445450239836161,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@SeanAlden8,Sean Alden,,Anonymous,11/2021,618,61,,"@DZMMTeleRadyo Bakit walang Ka Percy? 🤣
 
 Tapos ang nag rally connected pa sa NPA na terorista. Bakit kaya naka ready na ang mga materials nga pang rally sa ka alyado ni Ka Leni Robredo at Ka Joma Sison? 🤣
 
 Scripted kaya pagpatay, tulad ni ka Ninoy Aquino 🤣😂 https://t.co/NxOD5N6jRb","The claim that journalst and Duterte critic Percy Lapid was affiliated with NPA, and that his assassination was staged has no basis.

The claim that the CPP-NPA-NDF are terrorists has no basis. The Manila RTC has ruled these groups as not terrorist groups. 

https://newsinfo.inquirer.net/1669041/court-rebuffs-doj-strikes-down-terror-tag-on-cpp-npa","Missing data: 
Account Bio
Location",,"Text, Reply, Image",01/10/2022 20:10,,Emotional,0,1,0,0,,,Non-Satire,,
58-78,03/04/2023 10:04:57,https://twitter.com/Jojo_NM0213/status/1576193810505162754,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@Jojo_NM0213,Juan Bulakbol,"Pinoy, Taas noo kahit kanino...",Anonymous,02/2013,15,3,,"@Mustang0020 Wala na bang budget pang rally mga lider mong komunistang terorista at sa socmed ka na nag ngangangawa...
 Sabihan mo si kumander kotong revtax kamo, pang rally mo
 🤣🤣🤣",The claim that civilians are paid in order to participate in rallies has no basis,"Missing data: 
Location",,"Text, Reply",11/09/2022 20:09,,Emotional,0,1,0,0,,,Non-Satire,,
58-79,03/04/2023 10:04:58,https://twitter.com/Cheche96404254/status/1568943669566394370,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@Cheche96404254,Cheche❤️💚🇵🇭,This account is dedicated to my future President#BBM,Anonymous,10/2021,370,257,,"@Lhen2021 @Tin56327177 @JuanandonlyCruz @Celestine_DKila Ah sus pano mo nasabe n pinabayaan ng gobyerno ang mga tao?dapat kc magsumikap wag panay reklamo,panay rally,inuuna pa ang kuda kesa gawa, walang gobyerno n perpk2 khit cnu p Presidente eupo kung utak katulad mo di pa rin aasenso bnsa lalo n dami pa npa terorista n kasmahan 😂","The claim that people who participate in rallies are affiliated with members of NPA has no basis

The claim that the CPP-NPA-NDF are terrorists has no basis. The Manila RTC has ruled these groups as not terrorist groups. 

https://newsinfo.inquirer.net/1669041/court-rebuffs-doj-strikes-down-terror-tag-on-cpp-npa","Missing data: 
Location",,"Text, Reply",23/08/2022 03:08,,Emotional,1,2,0,0,,,Non-Satire,,
58-80,03/04/2023 10:04:59,https://twitter.com/vlabvs21/status/1561800012949909504,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@vlabvs21,Kimpoy Palaboy ❤️💚✌️👊,Small business owner and boat enthusiast.,Anonymous,05/2017,237,58,Republic of the Philippines,@sodatwit @IAMGOODHELL Wag ka padaig. Mas bobo ka. Wala kang permit para sa rally mo at sa harap pa mismo ng elementary school ng mga aktibista terorista... Di makauto sa matanda kaya ung musmos ang ibrainwash.,The claim that activists are terrorists has no basis,,,"Text, Reply",23/08/2022 03:08,,Emotional,2,0,0,0,,,Non-Satire,,
58-81,03/04/2023 10:04:01,https://twitter.com/vlabvs21/status/1561799322315804672,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@vlabvs21,Kimpoy Palaboy ❤️💚✌️👊,Small business owner and boat enthusiast.,Anonymous,05/2017,237,58,Republic of the Philippines,"@iamalyssamarieG @jhobzcajigal @iamsuperbianca Rally sa harap ng elementary schools ng mga aktibista terorista? Anong malay ng mga muwang na bata sa protesta nyo? Tantanan nyo ang pandadamay at panggugulo sa mga batang gusto lang pumasok at bumalik sa eskwela. Wag masyadong mapagpanggap, wala na kau mauuto.",The claim that activists are terrorists has no basis,,,"Text, Reply",23/08/2022 03:08,,Emotional,10,3,1,1,,,Non-Satire,,
58-82,03/04/2023 10:04:02,https://twitter.com/vlabvs21/status/1561798106995232769,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@vlabvs21,Kimpoy Palaboy ❤️💚✌️👊,Small business owner and boat enthusiast.,Anonymous,05/2017,237,58,Republic of the Philippines,@CEGPhils May rally sa elementary school? Aba matinde... Ultimo bata binibrainwash na ng mga aktibistang terorista.. dyan kau manguuto?,The claim that activists are terrorists has no basis,,,"Text, Reply",14/08/2022 11:08,,Emotional,0,0,0,0,,,Non-Satire,,
58-83,03/04/2023 10:04:03,https://twitter.com/kahrluhmei/status/1551495339793719297,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@kahrluhmei,"
👀",Hindi kiss-ass,Anonymous,07/2010,82,5665,,"Hala nagra-rally, mga terorista! 
 
 Ang daming reklamo, mga NPA!!",The claim that people who rally are terrorists has no basis,"Missing data: 
Location",,"Text, Reply",06/06/2022 22:06,,Emotional,7,0,1,0,,,Satire,,
58-84,03/04/2023 10:04:04,https://twitter.com/JaoSiopao/status/1533819043408670720,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@JaoSiopao,じゃお🫰🏻🌸,"• half human-half coffee • 💤🐻🍽 • ♒ • made of sugar, spice, and a lot of rice",Anonymous,11/2018,1961,1245,,"@zazeldavinci @vioshunter2020 Wag na sila mamasada. Puro reklamo, puro rally. Mga terorista tong mga to eh. Dapat jan ikulong.",The claim that civilians who participate in rallies are terrorists has no basis,"Missing data: 
Location",,"Text, Reply",06/06/2022 22:06,,Emotional,0,1,0,0,,,Non-Satire,,
58-85,03/04/2023 11:04:01,https://twitter.com/RotcivRealo/status/1525177080182296576,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@RotcivRealo,Rotciv Realo,,Anonymous,10/2021,1,1,,"@cie_lavie @ABSCBNNews @wenacos Dapat ang paglamayan dyan yang mga nag rally na mga komunistang TERORISTA suporters,,, mga salot talaga kayo mga HAYOP kayo,,,",The claim that activists are terrorist supporters has no basis,"Missing data: 
Location
Account Bio",,"Text, Reply",14/05/2022 02:05,,Emotional,0,0,0,0,,,Non-Satire,,
58-86,03/04/2023 11:04:01,https://twitter.com/EllimakYoj/status/1524925053770420224,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@EllimakYoj,S E L E N O P H I L E 🌙,"#Pretender
 Unfollow those who unfollows.",Anonymous,5/2011,345,471,"California City, CA","Ayaw ng ROTC/CAT ero ag inaya ng mga activista para maging member ng NPA go kayo agad. Wag magpabrainwash sa mga rally. Bet na bet nyo maging terorista ha.
 Check out JLu's video! #TikTok https://t.co/zyHZiVqs7y",The claim that activists are NPA recruiters has no basis,,,"Text, Link",13/05/2022 09:05,,Emotional,0,0,0,0,,,Non-Satire,,
58-87,03/04/2023 11:04:01,https://twitter.com/warrioretez/status/1524350293114204160,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@warrioretez,warrioretez,,Anonymous,11/2009,816,2282,Earth,Nako vp sara baka pwedeng alisan ng scholarship ang mga sumasama sa rally ng mga terorista,The claim that activists are terrorists has no basis,"Missing data:
Account Bio",,"Text, Reply",11/05/2022 19:05,,Emotional,3,0,1,0,,,Non-Satire,,
58-88,03/04/2023 11:04:01,https://twitter.com/red_green_2022/status/1505753699389345794,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@red_green_2022,Xander Ford,,Anonymous,11/2021,76,56,,@ShameOnYouPpl Kalahati ng rally mga terorista. Nakakatakot naman. At least alam na natin kung gano karami ang bumubuo ng 16%.,"The claim that civilians who rally are terrorists has no basis

The claim that half of the participants of the rally are terrorists is inaccurate and has no basis.","Missing data: 
Location
Account Bio",,"Text, Reply",21/03/2022 11:03,,Emotional,0,0,0,0,,,Non-Satire,,
58-89,19/04/2023 15:28:08,https://twitter.com/ioannesesledieu/status/1454365410904641542,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@ioannesesledieu,G ᴀ ʙ ʙ ʏ🌴| 𝐅𝐈𝐋𝐈𝐏𝐈𝐍𝐎 𝐅𝐈𝐑𝐒𝐓,"𝐈𝐌𝐏𝐄𝐑𝐈𝐀𝐋 𝐏𝐇𝐈𝐋𝐈𝐏𝐏𝐈𝐍𝐄𝐒

Naturalist 🌱 • Ultra-Nationalist • Stoic • Marcos Loyalist •",Identified,09/2015,310,223,"Manila, Philippines",@bryeian_ @bamaquino Ah talaga si Marcos yung nag rally para tumigil ang ekonomiya at magutom lahat??? Si Marcos namundok at pumatay ng tao??? Adik kaba?,The author insinuates that rallyists go to the mountains and kills people. This has no basis.,,-,"Text, Reply",30/10/2021 16:31,-,Emotional,0,1,0,0,,,Non-satire,,
58-90,19/04/2023 15:28:08,https://twitter.com/ioannesesledieu/status/1451250251885682688,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@ioannesesledieu,G ᴀ ʙ ʙ ʏ🌴| 𝐅𝐈𝐋𝐈𝐏𝐈𝐍𝐎 𝐅𝐈𝐑𝐒𝐓,"𝐈𝐌𝐏𝐄𝐑𝐈𝐀𝐋 𝐏𝐇𝐈𝐋𝐈𝐏𝐏𝐈𝐍𝐄𝐒

Naturalist 🌱 • Ultra-Nationalist • Stoic • Marcos Loyalist •",Identified,09/2015,310,223,"Manila, Philippines","@inquirerdotnet Si Marcos ba nag rally, pumatay ng mga sundalo, at nang abuso ng kapwa pilipino?
 
 Diba kayo kayo lang yon at hinuli lang kayo ng Militar?","The author insinuates rallyists of EDSA People Power abuses people and kills soldiers. This has no basis. In fact, the EDSA Revolution was largely peaceful.

https://www.officialgazette.gov.ph/edsa/#:~:text=This%20spirit%20of%20the%20movement,nation%20united%20to%20reclaim%20liberty",,-,"Text, Reply",22/10/2021 02:13,-,Emotional,2,1,0,0,,,Non-satire,,
58-91,19/04/2023 15:28:08,https://twitter.com/ioannesesledieu/status/1441300543238914054,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@ioannesesledieu,G ᴀ ʙ ʙ ʏ🌴| 𝐅𝐈𝐋𝐈𝐏𝐈𝐍𝐎 𝐅𝐈𝐑𝐒𝐓,"𝐈𝐌𝐏𝐄𝐑𝐈𝐀𝐋 𝐏𝐇𝐈𝐋𝐈𝐏𝐏𝐈𝐍𝐄𝐒

Naturalist 🌱 • Ultra-Nationalist • Stoic • Marcos Loyalist •",Identified,09/2015,310,223,"Manila, Philippines",@VergilChua Ang Martial Law ang pumigil sa Communist Struggle ninyo. Hindi si Marcos ang nag rally at pumatay ng libo-libong katao. Kayo yon. Mga ulol.,"The author insinuates rallyists of EDSA People Power abuses people and kills soldiers. This has no basis. In fact, the EDSA Revolution was largely peaceful.

https://www.officialgazette.gov.ph/edsa/#:~:text=This%20spirit%20of%20the%20movement,nation%20united%20to%20reclaim%20liberty",,-,"Text, Reply",24/09/2021 15:16,-,Emotional,1,0,1,0,,,Non-satire,,
58-92,19/04/2023 15:28:08,https://twitter.com/kiks1978/status/1404634628531527684,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@kiks1978,jawo7,#ihamm #forex #crypto #nfts,Anonymous,09/2014,1237,137,Pinas,"@teddycasino @teddyboylocsin eto ang dapat habulin ng magulang ng batang atleta.eto yung kitang kita,lantarang pagtatangol sa mga pumatay.tpos rally kayo ng rally,hingi kuno ng hustisya sa gobyerno,asan ngayon ang hustisya para dun sa pamilya ng pinatay ng grupo nyo?","The author insinuates that rallysists and Teddy Cansino are members of the NPA, this has no basis.

In fact, Teddy Cansino is an activist was a representative of Bayan Muna.

https://newsinfo.inquirer.net/395107/teddy-casino-leftist-but-not-communist",,-,"Text, Reply",15/06/2021 10:59,-,Emotional,12,0,2,0,,,Non-satire,,
58-93,19/04/2023 15:28:08,https://twitter.com/DDS_BBM/status/1385354216240082944,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@DDS_BBM,J. F.,,Anonymous,11/2013,479,119,,"@chadachada17 @teddycasino NPA? From the boodocks now in the city? Inst3ad of rally, pantry na? Better naman kesa pumatay. Tama lang yan given the revolutionary tax na eextort nila. Butthurt ka? Lols.","The author insinuates that rallysists and Teddy Cansino are members of the NPA, this has no basis.

In fact, Teddy Cansino is an activist was a representative of Bayan Muna.

https://newsinfo.inquirer.net/395107/teddy-casino-leftist-but-not-communist","Missing data: 
Location
Account Bio",-,"Text, Reply",23/04/2021 06:05,-,Emotional,0,0,0,0,,,Non-satire,,
58-94,19/04/2023 15:28:08,https://twitter.com/DDS_BBM/status/1385310288715554817,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@DDS_BBM,J. F.,,Anonymous,11/2013,479,119,,@soltaule @richardbolisay Kayo wala ng pag asa. Pati bayanihan ginagamit nyo. Hubad na kayo. Pero better na yan kasi pumatay kayo at mag rally. Just dont recruit.,"The author insinuates that activists like Sol Taute recruits and kills with the NPA, this has no basis.

In fact, Sol Taute is an activists and serves as a lawyer of the organization Karapatan.

https://www.dailypedia.net/2020/05/dailypipol-meet-the-pinay-lawyer-who-chose-to-serve-the-poor/","Missing data: 
Location
Account Bio",-,"Text, Reply",23/04/2021 03:11,-,Emotional,0,1,0,0,,,Non-satire,,
58-95,19/04/2023 15:28:08,https://twitter.com/PNPBaguioStn6/status/1372315412700917765,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@PNPBaguioStn6,BCPO Aurora Hill (PS6),,Identified,05/2013,432,1868,Aurora Hill,"Ano nga ba ang naidulot ng mga ""SALOT"" na CPP-NPA-NDF sa loob ng 52 taon??? maliban sa magrecruit sa mga paaralan at liblib na lugar probinsya, mag rally at pumatay...
 
 #PNPKakampiMo
 #NTFELCAC
 #NoToCPPNPANDF
 #TeamPNP https://t.co/GpCKs8cWge","The tweet together with the attached photo is misleading. The person encircled is Chad Booc who was never proven to be a member of the NPA.

In fact, he was an activist and volunteer community school teacher.

https://www.rappler.com/nation/lumad-teacher-booc-others-slain-davao-de-oro-military/
","Missing data: 
Account Bio",-,"Text, Image",18/03/2021 06:34,-,Emotional,52,0,22,0,,,Non-satire,,
58-96,19/04/2023 15:28:09,https://twitter.com/ayabheng/status/1319162374171942912,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@ayabheng,Ayabheng,female,Anonymous,12/2018,125,28,,"Really? Nanghihikayat sila na mag rally mga pilipino para sa ""justice for baby river"" at ipa ousted ang presidente,bakit pala si du30 ba pumatay sa bata? Eh ang sabi NPA ang ina at ang kaso illegal possession of fire arm,So mas inuna pa niya mag dala ng baril","The activist Reina Mae Santos was never proven to be a member of the NPA and the court of appeals has alreadt ruled to exclude evidence allegedly seized from their arrest.

https://www.philstar.com/headlines/2022/12/22/2232601/reina-mae-nasino-2-other-activists-freed-after-three-years-detention","Missing data: 
Location",-,Text,22/10/2020 14:23,-,Emotional,0,0,0,0,,,Non-satire,,
58-97,19/04/2023 15:28:09,https://twitter.com/jamwelrampjan/status/1318459937425481729,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@jamwelrampjan,lewis,"kung ayaw mo ang pagbabago, it’s all your choice👊👊👊",Anonymous,07/2014,332,153,"Mandaue City, Central Visayas",@jose_samaritan Totoo anak mo yan pneumonia ang pumatay diyan. Anong pinaglalaban mo?? Pag kato ng ambush at pumatay ng bata nag rally ba yong namatayan?? PUTANG INA NYO,"The activist Reina Mae Santos was never proven to be a member of the NPA and the court of appeals has alreadt ruled to exclude evidence allegedly seized from their arrest.

https://www.philstar.com/headlines/2022/12/22/2232601/reina-mae-nasino-2-other-activists-freed-after-three-years-detention",,-,Text,20/10/2020 15:51,-,Emotional,5,0,0,0,,,Non-satire,,
58-98,19/04/2023 15:28:09,https://twitter.com/FierceTita/status/1314805921688608768,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@FierceTita,Fierce Tita,Former Pa-woke. Ex Dilawan. NO TO LP-CPP-NPA-NDF and their symphatizers. ANTI-DILAWOKES.,Identified,06/2020,515,1531,,"Sarah Elago, ayaw mong ma-redtag? Pero ano ito? Ang Kabataan Partylist kasama sa rally ng isang NDFP officer, na allegedly, kayo-kayo rin pumatay tapos isisisi sa gobyerno. Red tag pa more! Isa kang Hudas by denying the org that feeds you. Plastik ka!
 
 *Tweeting for a friend. https://t.co/OFqI1UFWnp","Prior to the event, the NDFP was not designated as a terrorist organization. Randy Echanis was the chairperson of the KMP and Anakpawis.

On the murder of Randy Echanis, evidence suggest that it was done by state forces rather than NDFP members. 

https://www.rappler.com/nation/anakpawis-chair-randy-echanis-killed-inside-quezon-city-home/","Missing data: 
Location",-,"Text, Image",10/10/2020 13:52,-,Emotional,19,0,3,1,,,Non-satire,,
58-99,19/04/2023 15:28:09,https://twitter.com/n4qpu/status/1311224588093722624,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@n4qpu,浜崎 夏海 🏅,"I rant based on my judgment
 I also slap onion-skinned milktea wokes
 MY TWITTER ACCOUNT, MY RULES!",Anonymous,05/2019,428,498,None of your business,"Diumanong komunista? Na wala nang ibang ginawa kundi manira at mag-vandal ng gov't property, magsunog ng effigy at kung anu-ano tuwing rally, mag-indoctrinate ng maling paniniwala ng komunismo, at pumatay ng mga inosenteng mamamayan at sundalo? Tell that to urself @risahontiveros",The author is desginating rallyists as terorists who destroy government property and kill innocent soldiers. This is unfounded,,-,"Text, Reply",30/09/2020 16:41,-,Emotional,1,0,0,0,,,Non-satire,,
58-100,19/04/2023 15:28:09,https://twitter.com/JackAmmo15/status/1297072997292015617,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@JackAmmo15,Jack Ammo,not a fan of the yellow cult and NPA terrorist..,Anonymous,01/2020,25,1,,@PhilstarNews nasa bundok na mga pumatay dyan doon kayo mag rally,"On the murder of Randy Echanis, evidence suggest that it was done by state forces rather than NDFP members. 

https://www.rappler.com/nation/anakpawis-chair-randy-echanis-killed-inside-quezon-city-home/","Missing data: 
Location",-,"Text, Reply",22/08/2020 15:27,-,Emotional,0,0,0,0,,,Non-satire,,
58-101,19/04/2023 16:32:03,https://twitter.com/LakasNgTimog/status/1342681907306389509,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@LakasNgTimog,Lakay,𝐐𝐮𝐞𝐬𝐭𝐢𝐨𝐧 𝐄𝐯𝐞𝐫𝐲𝐭𝐡𝐢𝐧𝐠. 𝚅𝚒𝚎𝚠𝚜 𝚊𝚗𝚍 𝚘𝚙𝚒𝚗𝚒𝚘𝚗𝚜 𝚎𝚡𝚌𝚕𝚞𝚜𝚒𝚟𝚎𝚕𝚢 𝚖𝚒𝚗𝚎.,Anonymous,12/2017,4572,60463,Republic of the Philippines,"Hello Sarah Elago
 Hello Teddy CasiÃ±o
 Hello Caloy Zarate
 Hello Neri Colmenares
 Hello France Castro
 Hello Makabayan Bloc
 Hello NPA
 
 At Hello sa mga pekeng aktibista pero totoong terorista. https://t.co/4RP40DdaLz","The author insinuates that the mentioned people who were representatives of the Makabayan Bloc are members of the New People's Army.

This has no basis.

https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022",,-,"Text, Image",26/12/2020 12:01,-,Emotional,15,0,3,0,,,Non-satire,,
58-102,19/04/2023 16:32:05,https://twitter.com/Ronaldo20296669/status/1331388202175836166,58,"Luzada, Jarred",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@Ronaldo20296669,Dilawanshit,Honest Man I hate the Liars/Dignity,Anonymous,05/2017,778,52,Batang Manila,"@JULESguiang @sarahelago Palusot pa pero buking na at dinadaan sa paawa.Saan galing ang Terorista NPA siempre sa mga aktibista na recruit sa mga unibersidad sa pamumuno ng mga Leftists na Makabayan bloc terorista.Tinuturo sa kanila ang pagsisinungaling di ba @sarahelago bistado na kayo
 #YesredTagging","The author insinuates that Sarah Elago and the Makabayan Bloc recruits members for the NPA.

This has no basis.

https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022",,-,"Text, Reply",25/11/2020 08:04,-,Emotional,4,0,0,0,,,Non-satire,,
